,Date,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Temp_Min,Temp_Max,Temp_Avg,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,CodeSum,Depth,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,ResultDir,ResultSpeed,PrecipTotal_14
38,5/6/07,T094,41.720848,-87.666014,2,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
39,5/6/07,T096,41.731922,-87.677512,3,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
40,5/6/07,T135,41.662014,-87.724608,7,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
41,5/6/07,T141,41.961743,-87.76007,3,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
42,5/6/07,T142,41.953067,-87.776792,4,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
43,5/6/07,T143,41.999129,-87.795585,11,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
44,5/6/07,T145,41.878114,-87.629798,3,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
45,5/6/07,T146,41.958271,-87.702575,3,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
46,5/6/07,T147,41.932094,-87.700117,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
47,5/6/07,T149,41.994469,-87.667736,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
48,5/6/07,T150,42.006858,-87.675919,2,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
49,5/6/07,T151,41.916265,-87.800515,11,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
50,5/6/07,T152,41.846075,-87.716277,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
51,5/6/07,T153,41.907645,-87.760886,3,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
52,5/6/07,T154,41.918705,-87.752329,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
53,5/6/07,T158,41.682587,-87.707973,11,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
54,5/6/07,T159,41.732984,-87.649642,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
55,5/6/07,T162,41.725517,-87.614258,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
56,5/6/07,T218,41.948167,-87.730698,3,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
57,5/6/07,T220,41.963976,-87.69181,1,0,49,63.5,56.5,47.5,51.5,8.5,0,"['RA', 'BR']",0,0.345,29.13,29.785,7.85,4,5.7,0.156071429
58,26/6/07,T001,41.953705,-87.733974,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
59,26/6/07,T002,41.95469,-87.800991,6,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
60,26/6/07,T003,41.964242,-87.757639,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
61,26/6/07,T006,41.990284,-87.797127,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
62,26/6/07,T007,41.994991,-87.769279,5,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
63,26/6/07,T008,42.008314,-87.777921,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
64,26/6/07,T011,41.944869,-87.832763,6,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
65,26/6/07,T012,41.991429,-87.747113,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
66,26/6/07,T015,41.974089,-87.824812,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
67,26/6/07,T016,42.011601,-87.811506,4,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
68,26/6/07,T019,41.94983,-87.698457,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
69,26/6/07,T025,41.979243,-87.750938,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
70,26/6/07,T028,41.986921,-87.689778,10,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
71,26/6/07,T033,41.906638,-87.701431,5,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
72,26/6/07,T034,41.843811,-87.686763,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
73,26/6/07,T037,41.921177,-87.79518,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
74,26/6/07,T040,41.852652,-87.719887,6,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
75,26/6/07,T043,41.857402,-87.694991,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
76,26/6/07,T045,41.9216,-87.666455,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
77,26/6/07,T046,41.891118,-87.654491,7,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
78,26/6/07,T047,41.868142,-87.696269,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
79,26/6/07,T048,41.867108,-87.654224,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
80,26/6/07,T049,41.896282,-87.655232,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
81,26/6/07,T050,41.919343,-87.694259,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
82,26/6/07,T051,41.846283,-87.656913,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
83,26/6/07,T085,41.721474,-87.648064,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
84,26/6/07,T086,41.688324,-87.676709,4,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
85,26/6/07,T088,41.869107,-87.696293,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
86,26/6/07,T090,41.868077,-87.666901,30,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
87,26/6/07,T096,41.731922,-87.677512,5,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
88,26/6/07,T129,41.891126,-87.61156,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
89,26/6/07,T135,41.662014,-87.724608,51,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
90,26/6/07,T141,41.961743,-87.76007,4,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
91,26/6/07,T142,41.953067,-87.776792,4,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
92,26/6/07,T143,41.999129,-87.795585,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
93,26/6/07,T145,41.878114,-87.629798,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
94,26/6/07,T146,41.958271,-87.702575,6,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
95,26/6/07,T147,41.932094,-87.700117,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
96,26/6/07,T148,42.01743,-87.687769,4,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
97,26/6/07,T150,42.006858,-87.675919,2,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
98,26/6/07,T151,41.916265,-87.800515,9,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
99,26/6/07,T158,41.682587,-87.707973,5,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
100,26/6/07,T161,41.719059,-87.675088,8,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
101,26/6/07,T219,41.966987,-87.674677,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
102,26/6/07,T220,41.963976,-87.69181,1,0,71.5,91.5,81.5,69,72,0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0,0.16,29.42,30.1,7.6,21.5,6.7,0.096428571
103,29/6/07,T002,41.95469,-87.800991,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
104,29/6/07,T006,41.990284,-87.797127,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
105,29/6/07,T012,41.991429,-87.747113,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
106,29/6/07,T013,41.923738,-87.785288,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
107,29/6/07,T014,41.970248,-87.787992,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
108,29/6/07,T015,41.974089,-87.824812,3,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
109,29/6/07,T016,42.011601,-87.811506,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
110,29/6/07,T018,42.010412,-87.66214,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
111,29/6/07,T028,41.986921,-87.689778,3,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
112,29/6/07,T030,41.89923,-87.716788,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
113,29/6/07,T031,41.801498,-87.763416,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
114,29/6/07,T043,41.857402,-87.694991,5,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
115,29/6/07,T046,41.891118,-87.654491,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
116,29/6/07,T054,41.921965,-87.632085,3,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
117,29/6/07,T084,41.692555,-87.598865,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
118,29/6/07,T085,41.721474,-87.648064,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
119,29/6/07,T086,41.688324,-87.676709,3,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
120,29/6/07,T089,41.723195,-87.64997,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
121,29/6/07,T090,41.868077,-87.666901,10,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
122,29/6/07,T091,41.862292,-87.64886,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
123,29/6/07,T096,41.731922,-87.677512,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
124,29/6/07,T135,41.662014,-87.724608,3,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
125,29/6/07,T141,41.961743,-87.76007,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
126,29/6/07,T142,41.953067,-87.776792,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
127,29/6/07,T143,41.999129,-87.795585,3,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
128,29/6/07,T144,41.94016,-87.794896,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
129,29/6/07,T145,41.878114,-87.629798,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
130,29/6/07,T146,41.958271,-87.702575,2,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
131,29/6/07,T148,42.01743,-87.687769,4,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
132,29/6/07,T150,42.006858,-87.675919,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
133,29/6/07,T151,41.916265,-87.800515,6,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
134,29/6/07,T153,41.907645,-87.760886,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
135,29/6/07,T158,41.682587,-87.707973,6,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
136,29/6/07,T160,41.903002,-87.688267,1,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
137,29/6/07,T218,41.948167,-87.730698,5,0,56,70.5,63.5,55.5,59.5,1.5,0,[],0,0,29.44,30.12,8.25,2,7.5,0.114285714
138,2/7/07,T002,41.95469,-87.800991,5,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
139,2/7/07,T003,41.964242,-87.757639,1,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
140,2/7/07,T005,41.942114,-87.776385,3,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
141,2/7/07,T006,41.990284,-87.797127,1,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
142,2/7/07,T007,41.994991,-87.769279,8,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
143,2/7/07,T008,42.008314,-87.777921,7,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
144,2/7/07,T009,41.981964,-87.812827,2,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
145,2/7/07,T011,41.944869,-87.832763,6,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
146,2/7/07,T012,41.991429,-87.747113,1,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
147,2/7/07,T013,41.923738,-87.785288,7,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
148,2/7/07,T014,41.970248,-87.787992,6,0,55.5,78,67,50,58.5,0,2,[],0,0,29.52,30.215,8.3,13,6.65,0.097857143
