DateC,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Spray
2011-09-16,T079,41.766202,-87.562889,4,0,0
2011-09-16,T080,41.754676,-87.612922,9,0,0
2011-09-16,T081,41.821582,-87.62779599999999,5,0,0
2011-09-16,T082,41.803422999999995,-87.642984,36,0,0
2011-09-16,T083,41.754292,-87.590773,9,1,0
2011-09-16,T090,41.868077,-87.666901,3,0,0
2011-09-16,T094,41.720848,-87.666014,6,0,0
2011-09-16,T099,41.733643,-87.55551,1,0,0
2011-09-16,T114,41.798697,-87.736812,47,1,0
2011-09-16,T115,41.673408,-87.599862,10,0,0
2011-09-16,T128,41.704572,-87.56566600000001,2,0,0
2011-09-16,T135,41.662014,-87.72460799999999,1,0,0
2011-09-16,T138,41.726465000000005,-87.585413,26,0,0
2011-09-16,T145,41.878114000000004,-87.629798,12,0,0
2011-09-16,T147,41.932094,-87.700117,2,0,0
2011-09-16,T151,41.916265,-87.800515,22,0,153
2011-09-16,T152,41.846075,-87.716277,2,0,0
2011-09-16,T158,41.682587,-87.707973,1,0,0
2011-09-16,T200,41.678618,-87.559308,7,0,0
2011-09-16,T209,41.740641,-87.546587,1,0,0
2011-09-16,T218,41.948167,-87.730698,9,0,0
2011-09-16,T221,41.659112,-87.53869300000001,4,0,0
2011-09-16,T222,41.925197999999995,-87.746381,4,0,0
2011-09-16,T223,41.973845000000004,-87.805059,16,0,337
2011-09-16,T225,41.743402,-87.731435,9,0,0
2011-09-16,T226,41.793818,-87.654234,5,0,0
2011-09-16,T227,41.728495,-87.60096300000001,14,0,0
2011-09-16,T228,41.951865999999995,-87.72505699999999,4,0,0
2011-09-16,T230,41.904194,-87.756155,1,0,326
2011-09-16,T232,41.912563,-87.66805500000001,5,0,0
2011-09-16,T233,42.009876,-87.807277,37,0,0
2011-09-16,T235,41.776428,-87.627096,10,0,0
2011-09-16,T236,41.994679,-87.770899,2,0,0
2011-09-16,T237,41.738903,-87.69544300000001,13,0,0
2011-09-16,T238,41.753391,-87.707394,12,0,75
2011-09-16,T900,41.974689000000005,-87.89061500000001,154,0,0
2011-09-16,T903,41.957799,-87.930995,80,1,0
2011-09-23,T002,41.95469,-87.800991,18,1,0
2011-09-23,T003,41.964242,-87.757639,43,1,0
2011-09-23,T008,42.008314,-87.77792099999999,9,0,374
2011-09-23,T009,41.992478000000006,-87.862995,1,0,0
2011-09-23,T011,41.944869,-87.832763,7,0,0
2011-09-23,T013,41.923738,-87.785288,65,1,0
2011-09-23,T017,41.960615999999995,-87.777189,5,0,136
2011-09-23,T027,41.984809000000006,-87.728492,8,0,0
2011-09-23,T028,41.986921,-87.689778,3,0,0
2011-09-23,T031,41.801497999999995,-87.763416,33,0,0
2011-09-23,T033,41.906638,-87.701431,1,0,0
2011-09-23,T035,41.763733,-87.742302,8,0,0
2011-09-23,T039,41.911823999999996,-87.726737,1,0,0
2011-09-23,T046,41.891118,-87.65449100000001,2,0,0
2011-09-23,T048,41.867108,-87.654224,14,0,0
2011-09-23,T049,41.896282,-87.655232,2,0,0
2011-09-23,T054,41.921965,-87.632085,19,0,0
2011-09-23,T061,41.801179,-87.679447,5,0,0
2011-09-23,T062,41.800737,-87.71188000000001,6,0,0
2011-09-23,T065,41.778296999999995,-87.752411,5,0,0
2011-09-23,T066,41.77166,-87.703047,30,0,0
2011-09-23,T073,41.773215,-87.60088,2,0,0
2011-09-23,T074,41.822536,-87.66634300000001,3,0,0
2011-09-23,T079,41.766202,-87.562889,2,0,0
2011-09-23,T080,41.754676,-87.612922,4,0,66
2011-09-23,T083,41.754292,-87.590773,1,0,0
2011-09-23,T089,41.723195000000004,-87.64997,2,0,594
2011-09-23,T090,41.868077,-87.666901,4,0,0
2011-09-23,T102,41.750498,-87.605294,5,0,48
2011-09-23,T114,41.798697,-87.736812,65,0,0
2011-09-23,T115,41.673408,-87.599862,6,0,0
2011-09-23,T128,41.704572,-87.56566600000001,1,0,0
2011-09-23,T135,41.662014,-87.72460799999999,4,0,0
2011-09-23,T138,41.726465000000005,-87.585413,4,0,81
2011-09-23,T145,41.878114000000004,-87.629798,3,0,0
2011-09-23,T147,41.932094,-87.700117,4,0,400
2011-09-23,T151,41.916265,-87.800515,80,1,0
2011-09-23,T152,41.846075,-87.716277,1,0,0
2011-09-23,T155,41.776156,-87.778927,4,0,0
2011-09-23,T158,41.682587,-87.707973,3,0,0
2011-09-23,T159,41.732984,-87.649642,4,0,587
2011-09-23,T160,41.903002,-87.68826700000001,2,0,0
2011-09-23,T209,41.740641,-87.546587,2,0,0
2011-09-23,T212,41.680946,-87.535198,3,0,0
2011-09-23,T218,41.948167,-87.730698,24,1,488
2011-09-23,T220,41.963976,-87.69181,1,0,0
2011-09-23,T222,41.925197999999995,-87.746381,2,0,0
2011-09-23,T223,41.973845000000004,-87.805059,26,1,0
2011-09-23,T225,41.743402,-87.731435,2,0,0
2011-09-23,T226,41.793818,-87.654234,3,0,0
2011-09-23,T227,41.728495,-87.60096300000001,10,0,205
2011-09-23,T228,41.951865999999995,-87.72505699999999,4,0,610
2011-09-23,T230,41.904194,-87.756155,4,0,1
2011-09-23,T231,41.98728,-87.666066,1,0,0
2011-09-23,T232,41.912563,-87.66805500000001,1,0,0
2011-09-23,T233,42.009876,-87.807277,13,0,484
2011-09-23,T235,41.776428,-87.627096,2,0,0
2011-09-23,T238,41.753391,-87.707394,10,0,0
2011-09-23,T900,41.974689000000005,-87.89061500000001,122,0,0
2011-09-23,T903,41.957799,-87.930995,9,0,0
2011-09-30,T002,41.95469,-87.800991,1,0,184
2011-09-30,T003,41.964242,-87.757639,2,0,0
2011-09-30,T013,41.923738,-87.785288,24,0,222
2011-09-30,T017,41.960615999999995,-87.777189,1,0,60
2011-09-30,T018,42.010412,-87.66214000000001,1,0,0
2011-09-30,T027,41.984809000000006,-87.728492,1,0,0
2011-09-30,T028,41.986921,-87.689778,1,0,556
2011-09-30,T030,41.899229999999996,-87.716788,1,0,0
2011-09-30,T031,41.801497999999995,-87.763416,14,0,0
2011-09-30,T035,41.763733,-87.742302,3,0,35
2011-09-30,T047,41.868142,-87.696269,1,0,0
2011-09-30,T048,41.867108,-87.654224,4,0,0
2011-09-30,T054,41.921965,-87.632085,4,0,0
2011-09-30,T061,41.801179,-87.679447,7,0,0
2011-09-30,T063,41.82561,-87.726549,1,0,0
2011-09-30,T079,41.766202,-87.562889,1,0,0
2011-09-30,T080,41.754676,-87.612922,1,0,0
2011-09-30,T082,41.803422999999995,-87.642984,3,0,0
2011-09-30,T083,41.754292,-87.590773,1,0,0
2011-09-30,T102,41.750498,-87.605294,1,0,0
2011-09-30,T115,41.673408,-87.599862,1,0,0
2011-09-30,T138,41.726465000000005,-87.585413,1,0,0
2011-09-30,T145,41.878114000000004,-87.629798,2,0,0
2011-09-30,T151,41.916265,-87.800515,8,0,153
2011-09-30,T155,41.776156,-87.778927,1,0,0
2011-09-30,T160,41.903002,-87.68826700000001,1,0,0
2011-09-30,T200,41.678618,-87.559308,1,0,0
2011-09-30,T212,41.680946,-87.535198,1,0,0
2011-09-30,T218,41.948167,-87.730698,7,0,0
2011-09-30,T220,41.963976,-87.69181,1,0,0
2011-09-30,T222,41.925197999999995,-87.746381,4,0,0
2011-09-30,T223,41.973845000000004,-87.805059,7,0,337
2011-09-30,T227,41.728495,-87.60096300000001,1,0,0
2011-09-30,T231,41.98728,-87.666066,2,0,166
2011-09-30,T232,41.912563,-87.66805500000001,2,0,0
2011-09-30,T233,42.009876,-87.807277,4,0,0
2011-09-30,T900,41.974689000000005,-87.89061500000001,36,0,0
2011-09-30,T903,41.957799,-87.930995,31,0,0
2013-06-07,T002,41.95469,-87.800991,19,0,184
2013-06-07,T008,42.008314,-87.77792099999999,1,0,0
2013-06-07,T009,41.992478000000006,-87.862995,16,0,0
2013-06-07,T012,41.991429,-87.747113,18,0,0
2013-06-07,T013,41.923738,-87.785288,1,0,222
2013-06-07,T018,42.010412,-87.66214000000001,2,0,0
2013-06-07,T027,41.984809000000006,-87.728492,1,0,0
2013-06-07,T028,41.986921,-87.689778,4,0,556
2013-06-07,T030,41.899229999999996,-87.716788,10,0,0
2013-06-07,T031,41.801497999999995,-87.763416,1,0,0
2013-06-07,T033,41.906638,-87.701431,1,0,0
2013-06-07,T035,41.763733,-87.742302,1,0,35
2013-06-07,T047,41.868142,-87.696269,2,0,0
2013-06-07,T048,41.867108,-87.654224,2,0,0
2013-06-07,T054,41.921965,-87.632085,1,0,0
2013-06-07,T061,41.801179,-87.679447,7,0,0
2013-06-07,T062,41.800737,-87.71188000000001,4,0,0
2013-06-07,T066,41.77166,-87.703047,5,0,237
2013-06-07,T069,41.768388,-87.678649,2,0,0
2013-06-07,T073,41.773215,-87.60088,3,0,0
2013-06-07,T074,41.822536,-87.66634300000001,3,0,0
2013-06-07,T080,41.754676,-87.612922,2,0,0
2013-06-07,T082,41.803422999999995,-87.642984,3,0,0
2013-06-07,T083,41.754292,-87.590773,2,0,0
2013-06-07,T089,41.723195000000004,-87.64997,3,0,0
2013-06-07,T094,41.720848,-87.666014,4,0,0
2013-06-07,T095,41.704336,-87.70373599999999,1,0,0
2013-06-07,T099,41.733643,-87.55551,1,0,0
2013-06-07,T102,41.750498,-87.605294,4,0,0
2013-06-07,T115,41.673408,-87.599862,1,0,0
2013-06-07,T128,41.704572,-87.56566600000001,5,0,0
2013-06-07,T135,41.662014,-87.72460799999999,10,0,0
2013-06-07,T138,41.726465000000005,-87.585413,2,0,0
2013-06-07,T145,41.878114000000004,-87.629798,1,0,0
2013-06-07,T151,41.916265,-87.800515,7,0,153
2013-06-07,T152,41.846075,-87.716277,1,0,0
2013-06-07,T155,41.776156,-87.778927,1,0,0
2013-06-07,T158,41.682587,-87.707973,6,0,0
2013-06-07,T159,41.732984,-87.649642,4,0,0
2013-06-07,T209,41.740641,-87.546587,5,0,0
2013-06-07,T212,41.680946,-87.535198,4,0,0
2013-06-07,T223,41.973845000000004,-87.805059,2,0,337
2013-06-07,T224,41.947227000000005,-87.67145699999999,3,0,0
2013-06-07,T225,41.743402,-87.731435,1,0,0
2013-06-07,T226,41.793818,-87.654234,12,0,0
2013-06-07,T227,41.728495,-87.60096300000001,21,0,0
2013-06-07,T228,41.951865999999995,-87.72505699999999,5,0,0
2013-06-07,T230,41.904194,-87.756155,3,0,326
2013-06-07,T233,42.009876,-87.807277,1,0,0
2013-06-07,T235,41.776428,-87.627096,1,0,0
2013-06-07,T236,41.994679,-87.770899,6,0,0
2013-06-07,T900,41.974689000000005,-87.89061500000001,102,0,0
2013-06-07,T903,41.957799,-87.930995,32,0,0
2013-06-14,T002,41.95469,-87.80099099999998,314,0,0
2013-06-14,T003,41.964242,-87.757639,3,0,0
2013-06-14,T008,42.008314,-87.77792099999999,35,0,374
2013-06-14,T009,41.992478000000006,-87.862995,34,0,0
2013-06-14,T011,41.944869,-87.832763,1,0,0
2013-06-14,T012,41.991429,-87.747113,22,0,0
2013-06-14,T013,41.923738,-87.785288,5,0,0
2013-06-14,T017,41.960615999999995,-87.777189,4,0,136
2013-06-14,T018,42.010412,-87.66214000000001,4,0,0
2013-06-14,T027,41.984809000000006,-87.728492,7,0,0
2013-06-14,T028,41.986921,-87.689778,32,0,0
2013-06-14,T030,41.899229999999996,-87.716788,1,0,195
2013-06-14,T031,41.801497999999995,-87.763416,13,0,0
2013-06-14,T035,41.763733,-87.742302,4,0,0
2013-06-14,T039,41.911823999999996,-87.726737,8,0,0
2013-06-14,T043,41.857402,-87.694991,3,0,0
2013-06-14,T046,41.891118,-87.65449100000001,1,0,0
2013-06-14,T047,41.868142,-87.696269,1,0,0
2013-06-14,T048,41.867108,-87.654224,8,0,0
2013-06-14,T054,41.921965,-87.632085,7,0,0
2013-06-14,T061,41.801179,-87.679447,15,0,0
2013-06-14,T062,41.800737,-87.71188000000001,48,0,0
2013-06-14,T063,41.82561,-87.726549,18,0,0
2013-06-14,T065,41.778296999999995,-87.752411,7,0,0
2013-06-14,T066,41.77166,-87.703047,10,0,0
2013-06-14,T073,41.773215,-87.60088,18,0,0
2013-06-14,T079,41.766202,-87.562889,14,0,0
2013-06-14,T082,41.803422999999995,-87.642984,8,0,0
2013-06-14,T083,41.754292,-87.590773,6,0,0
2013-06-14,T089,41.723195000000004,-87.64997,7,0,594
2013-06-14,T090,41.868077,-87.666901,13,0,0
2013-06-14,T094,41.720848,-87.666014,67,0,219
2013-06-14,T095,41.704336,-87.70373599999999,2,0,0
2013-06-14,T102,41.750498,-87.605294,45,0,48
2013-06-14,T114,41.798697,-87.736812,12,0,0
2013-06-14,T115,41.673408,-87.599862,65,0,0
2013-06-14,T128,41.704572,-87.56566600000001,5,0,0
2013-06-14,T135,41.662014,-87.72460799999999,30,0,0
2013-06-14,T138,41.726465000000005,-87.585413,14,0,81
2013-06-14,T145,41.878114000000004,-87.629798,6,0,0
2013-06-14,T147,41.932094,-87.700117,9,0,400
2013-06-14,T151,41.916265,-87.800515,11,0,0
2013-06-14,T152,41.846075,-87.716277,1,0,0
2013-06-14,T155,41.776156,-87.778927,18,0,0
2013-06-14,T158,41.682587,-87.707973,59,0,0
2013-06-14,T159,41.732984,-87.649642,4,0,587
2013-06-14,T209,41.740641,-87.546587,16,0,0
2013-06-14,T212,41.680946,-87.535198,8,0,0
2013-06-14,T220,41.963976,-87.69181,1,0,0
2013-06-14,T221,41.659112,-87.53869300000001,3,0,0
2013-06-14,T222,41.925197999999995,-87.746381,7,0,0
2013-06-14,T223,41.973845000000004,-87.805059,29,0,0
2013-06-14,T224,41.947227000000005,-87.67145699999999,14,0,41
2013-06-14,T225,41.743402,-87.731435,8,0,0
2013-06-14,T227,41.728495,-87.60096300000001,37,0,205
2013-06-14,T228,41.951865999999995,-87.72505699999999,43,0,610
2013-06-14,T230,41.904194,-87.756155,16,0,1
2013-06-14,T231,41.98728,-87.666066,2,0,0
2013-06-14,T232,41.912563,-87.66805500000001,1,0,0
2013-06-14,T233,42.009876,-87.807277,19,0,484
2013-06-14,T236,41.994679,-87.770899,22,0,170
2013-06-14,T900,41.974689000000005,-87.89061500000001,416,0,0
2013-06-14,T903,41.957799,-87.930995,9,0,0
2013-06-21,T002,41.95469,-87.800991,19,0,184
2013-06-21,T003,41.964242,-87.757639,3,0,0
2013-06-21,T008,42.008314,-87.77792099999999,8,0,0
2013-06-21,T009,41.992478000000006,-87.862995,32,0,0
2013-06-21,T011,41.944869,-87.832763,8,0,0
2013-06-21,T012,41.991429,-87.747113,5,0,0
2013-06-21,T013,41.923738,-87.785288,10,0,222
2013-06-21,T017,41.960615999999995,-87.777189,1,0,60
2013-06-21,T018,42.010412,-87.66214000000001,7,0,0
2013-06-21,T027,41.984809000000006,-87.728492,2,0,0
2013-06-21,T028,41.986921,-87.689778,3,0,556
2013-06-21,T030,41.899229999999996,-87.716788,58,0,0
2013-06-21,T031,41.801497999999995,-87.763416,13,0,0
2013-06-21,T033,41.906638,-87.701431,1,0,0
2013-06-21,T035,41.763733,-87.742302,10,0,35
2013-06-21,T046,41.891118,-87.65449100000001,1,0,0
2013-06-21,T047,41.868142,-87.696269,11,0,0
2013-06-21,T048,41.867108,-87.654224,10,0,0
2013-06-21,T049,41.896282,-87.655232,3,0,0
2013-06-21,T054,41.921965,-87.632085,6,0,0
2013-06-21,T061,41.801179,-87.679447,6,0,0
2013-06-21,T062,41.800737,-87.71188000000001,15,0,0
2013-06-21,T063,41.82561,-87.726549,16,0,0
2013-06-21,T065,41.778296999999995,-87.752411,19,0,17
2013-06-21,T066,41.77166,-87.703047,24,0,237
2013-06-21,T069,41.768388,-87.678649,1,0,0
2013-06-21,T073,41.773215,-87.60088,32,0,0
2013-06-21,T074,41.822536,-87.66634300000001,6,0,0
2013-06-21,T077,41.778748,-87.586427,5,0,0
2013-06-21,T079,41.766202,-87.562889,19,0,0
2013-06-21,T080,41.754676,-87.612922,6,0,0
2013-06-21,T082,41.803422999999995,-87.642984,10,0,0
2013-06-21,T089,41.723195000000004,-87.64997,26,0,0
2013-06-21,T090,41.868077,-87.666901,2,0,0
2013-06-21,T094,41.720848,-87.666014,167,0,0
2013-06-21,T095,41.704336,-87.70373599999999,23,0,0
2013-06-21,T099,41.733643,-87.55551,3,0,0
2013-06-21,T102,41.750498,-87.605294,8,0,0
2013-06-21,T114,41.798697,-87.736812,90,0,0
2013-06-21,T115,41.673408,-87.599862,11,0,0
2013-06-21,T128,41.704572,-87.56566600000001,4,0,0
2013-06-21,T135,41.662014,-87.72460799999999,20,0,0
2013-06-21,T145,41.878114000000004,-87.629798,1,0,0
2013-06-21,T147,41.932094,-87.700117,1,0,0
2013-06-21,T151,41.916265,-87.800515,27,0,153
2013-06-21,T152,41.846075,-87.716277,6,0,0
2013-06-21,T155,41.776156,-87.778927,13,0,0
2013-06-21,T158,41.682587,-87.707973,24,0,0
2013-06-21,T159,41.732984,-87.649642,15,0,0
2013-06-21,T209,41.740641,-87.546587,7,0,0
2013-06-21,T212,41.680946,-87.535198,8,0,0
2013-06-21,T221,41.659112,-87.53869300000001,8,0,0
2013-06-21,T223,41.973845000000004,-87.805059,9,0,337
2013-06-21,T224,41.947227000000005,-87.67145699999999,4,0,0
2013-06-21,T225,41.743402,-87.731435,24,0,0
2013-06-21,T226,41.793818,-87.654234,53,0,0
2013-06-21,T227,41.728495,-87.60096300000002,92,0,0
2013-06-21,T228,41.951865999999995,-87.72505699999999,8,0,0
2013-06-21,T230,41.904194,-87.756155,5,0,326
2013-06-21,T231,41.98728,-87.666066,5,0,166
2013-06-21,T232,41.912563,-87.66805500000001,5,0,0
2013-06-21,T233,42.009876,-87.807277,2,0,0
2013-06-21,T235,41.776428,-87.627096,6,0,0
2013-06-21,T236,41.994679,-87.770899,4,0,0
2013-06-21,T900,41.974689000000005,-87.89061500000001,258,0,0
2013-06-21,T903,41.957799,-87.930995,10,0,0
2013-06-27,T002,41.95469,-87.800991,19,0,184
2013-06-27,T003,41.964242,-87.757639,20,0,0
2013-06-27,T008,42.008314,-87.77792099999999,2,0,0
2013-06-27,T009,41.992478000000006,-87.862995,19,0,0
2013-06-27,T011,41.944869,-87.832763,2,0,0
2013-06-27,T012,41.991429,-87.747113,16,0,0
2013-06-27,T013,41.923738,-87.785288,10,0,222
2013-06-27,T017,41.960615999999995,-87.777189,2,0,60
2013-06-27,T018,42.010412,-87.66214000000001,3,0,0
2013-06-27,T027,41.984809000000006,-87.728492,3,0,0
2013-06-27,T028,41.986921,-87.689778,4,0,556
2013-06-27,T030,41.899229999999996,-87.716788,3,0,0
2013-06-27,T031,41.801497999999995,-87.763416,9,0,0
2013-06-27,T033,41.906638,-87.701431,3,0,0
2013-06-27,T043,41.857402,-87.694991,1,0,0
2013-06-27,T046,41.891118,-87.65449100000001,6,0,0
2013-06-27,T047,41.868142,-87.696269,3,0,0
2013-06-27,T048,41.867108,-87.654224,15,0,0
2013-06-27,T049,41.896282,-87.655232,1,0,0
2013-06-27,T054,41.921965,-87.632085,2,0,0
2013-06-27,T061,41.801179,-87.679447,25,0,0
2013-06-27,T062,41.800737,-87.71188000000001,36,0,0
2013-06-27,T065,41.778296999999995,-87.752411,11,0,17
2013-06-27,T066,41.77166,-87.703047,5,0,237
2013-06-27,T069,41.768388,-87.678649,3,0,0
2013-06-27,T114,41.798697,-87.736812,9,0,0
2013-06-27,T147,41.932094,-87.700117,7,0,0
2013-06-27,T151,41.916265,-87.800515,86,0,153
2013-06-27,T152,41.846075,-87.716277,11,0,0
2013-06-27,T155,41.776156,-87.778927,20,0,0
2013-06-27,T220,41.963976,-87.69181,1,0,0
2013-06-27,T222,41.925197999999995,-87.746381,3,0,0
2013-06-27,T223,41.973845000000004,-87.805059,11,0,337
2013-06-27,T228,41.951865999999995,-87.72505699999999,51,0,0
2013-06-27,T230,41.904194,-87.756155,10,0,326
2013-06-27,T231,41.98728,-87.666066,2,0,166
2013-06-27,T232,41.912563,-87.66805500000001,1,0,0
2013-06-27,T233,42.009876,-87.807277,4,0,0
2013-06-28,T035,41.763733,-87.742302,4,0,0
2013-06-28,T063,41.82561,-87.726549,5,0,0
2013-06-28,T073,41.773215,-87.60088,54,0,0
2013-06-28,T074,41.822536,-87.66634300000001,12,0,0
2013-06-28,T077,41.778748,-87.586427,1,0,0
2013-06-28,T079,41.766202,-87.562889,6,0,0
2013-06-28,T080,41.754676,-87.612922,6,0,66
2013-06-28,T082,41.803422999999995,-87.642984,2,0,0
2013-06-28,T083,41.754292,-87.590773,8,0,0
2013-06-28,T089,41.723195000000004,-87.64997,10,0,594
2013-06-28,T090,41.868077,-87.666901,16,0,0
2013-06-28,T094,41.720848,-87.666014,38,1,219
2013-06-28,T095,41.704336,-87.70373599999999,8,0,0
2013-06-28,T099,41.733643,-87.55551,3,0,0
2013-06-28,T102,41.750498,-87.605294,28,0,48
2013-06-28,T115,41.673408,-87.59986199999999,57,0,0
2013-06-28,T128,41.704572,-87.56566600000001,3,0,0
2013-06-28,T135,41.662014,-87.72460799999999,58,0,0
2013-06-28,T158,41.682587000000005,-87.707973,247,0,0
2013-06-28,T159,41.732984,-87.649642,13,0,587
2013-06-28,T209,41.740641,-87.546587,8,0,0
2013-06-28,T212,41.680946,-87.535198,9,0,0
2013-06-28,T221,41.659112,-87.53869300000001,41,0,0
2013-06-28,T226,41.793818,-87.654234,4,0,0
2013-06-28,T227,41.728495,-87.60096300000002,95,0,205
2013-06-28,T235,41.776428,-87.627096,10,0,0
2013-06-28,T900,41.974689000000005,-87.89061500000001,168,0,0
2013-06-28,T903,41.957799,-87.930995,9,0,0
2013-07-08,T002,41.95469,-87.800991,246,0,0
2013-07-08,T003,41.964242,-87.757639,16,0,0
2013-07-08,T008,42.008314,-87.77792099999999,42,0,374
2013-07-08,T009,41.992478000000006,-87.862995,136,0,0
2013-07-08,T011,41.944869,-87.832763,2,0,0
2013-07-08,T012,41.991429,-87.747113,47,0,0
2013-07-08,T013,41.923738,-87.785288,7,0,0
2013-07-08,T017,41.960615999999995,-87.777189,2,0,136
2013-07-08,T018,42.010412,-87.66214000000001,2,0,0
2013-07-08,T027,41.984809000000006,-87.728492,6,0,0
2013-07-08,T028,41.986921,-87.689778,36,0,0
2013-07-08,T030,41.899229999999996,-87.716788,120,0,195
2013-07-08,T031,41.801497999999995,-87.763416,11,0,0
2013-07-08,T033,41.906638,-87.701431,3,0,0
2013-07-08,T035,41.763733,-87.742302,9,0,0
