,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,is_Species,Month,Year,Temp_Min,Temp_Max,Temp_Avg,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,CodeSum,Depth,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,ResultDir,ResultSpeed
80,2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,9,8,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
81,2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725516999999996,-87.61425799999999,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
82,2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
83,2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
84,2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
85,2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
86,2007-06-26,CULEX RESTUANS,T002,41.95469,-87.800991,9,4,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
87,2007-06-26,CULEX SALINARIUS,T002,41.95469,-87.800991,9,1,0,0,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
88,2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,9,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
89,2007-06-26,CULEX RESTUANS,T007,41.994991,-87.769279,9,4,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
90,2007-06-26,CULEX RESTUANS,T015,41.974089,-87.824812,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
91,2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
92,2007-06-26,CULEX RESTUANS,T045,41.9216,-87.666455,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
93,2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
94,2007-06-26,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,6,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
95,2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,2,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
96,2007-06-26,CULEX RESTUANS,T049,41.896282,-87.655232,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
97,2007-06-26,CULEX RESTUANS,T050,41.919343,-87.694259,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
98,2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
99,2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
100,2007-06-26,CULEX RESTUANS,T086,41.688324,-87.676709,8,2,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
101,2007-06-26,CULEX RESTUANS,T096,41.731922,-87.677512,8,5,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
102,2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,5,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
103,2007-06-26,CULEX RESTUANS,T129,41.891126,-87.61156,5,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
104,2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
105,2007-06-26,CULEX RESTUANS,T143,41.999128999999996,-87.795585,8,1,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
106,2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,8,2,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
107,2007-06-26,CULEX RESTUANS,T148,42.01743,-87.68776899999999,8,2,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
108,2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,2,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
109,2007-06-26,CULEX RESTUANS,T011,41.944869,-87.832763,8,4,0,1,6,2007,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'BR', 'TSRA', 'HZ']",0.0,0.16,29.42,30.1,7.6,21.5,6.699999999999999
