,Date,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Temp_Min,Temp_Max,Temp_Avg,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,CodeSum,Depth,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,ResultDir,ResultSpeed
32,2007-06-05,T050,41.919343,-87.694259,2,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
33,2007-06-05,T054,41.921965,-87.632085,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
34,2007-06-05,T086,41.688324,-87.676709,4,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
35,2007-06-05,T089,41.723195000000004,-87.64997,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
36,2007-06-05,T090,41.868077,-87.666901,8,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
37,2007-06-05,T092,41.869215999999994,-87.627561,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
38,2007-06-05,T094,41.720848,-87.666014,2,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
39,2007-06-05,T096,41.731922,-87.677512,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
40,2007-06-05,T135,41.662014,-87.72460799999999,7,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
41,2007-06-05,T141,41.961743,-87.76007,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
42,2007-06-05,T142,41.953067,-87.776792,4,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
43,2007-06-05,T143,41.999128999999996,-87.795585,11,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
44,2007-06-05,T145,41.878114000000004,-87.629798,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
45,2007-06-05,T146,41.958271,-87.702575,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
46,2007-06-05,T147,41.932094,-87.700117,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
47,2007-06-05,T149,41.994469,-87.667736,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
48,2007-06-05,T150,42.006858,-87.675919,2,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
49,2007-06-05,T151,41.916265,-87.800515,11,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
50,2007-06-05,T152,41.846075,-87.716277,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
51,2007-06-05,T153,41.907645,-87.760886,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
52,2007-06-05,T154,41.918704999999996,-87.752329,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
53,2007-06-05,T158,41.682587,-87.707973,11,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
54,2007-06-05,T159,41.732984,-87.649642,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
55,2007-06-05,T162,41.725516999999996,-87.61425799999999,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
56,2007-06-05,T218,41.948167,-87.730698,3,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
57,2007-06-05,T220,41.963976,-87.69181,1,0,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['RA', 'BR']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
58,2007-06-26,T001,41.953705,-87.733974,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
59,2007-06-26,T002,41.95469,-87.800991,6,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
60,2007-06-26,T003,41.964242,-87.757639,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
61,2007-06-26,T006,41.990284,-87.797127,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
62,2007-06-26,T007,41.994991,-87.769279,5,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
63,2007-06-26,T008,42.008314,-87.77792099999999,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
64,2007-06-26,T011,41.944869,-87.832763,6,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
65,2007-06-26,T012,41.991429,-87.747113,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
66,2007-06-26,T015,41.974089,-87.824812,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
67,2007-06-26,T016,42.011601,-87.81150600000001,4,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
68,2007-06-26,T019,41.94983,-87.69845699999999,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
69,2007-06-26,T025,41.979243,-87.750938,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
70,2007-06-26,T028,41.986921,-87.689778,10,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
71,2007-06-26,T033,41.906638,-87.701431,5,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
72,2007-06-26,T034,41.843810999999995,-87.686763,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
73,2007-06-26,T037,41.921177,-87.79518,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
74,2007-06-26,T040,41.852652,-87.719887,6,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
75,2007-06-26,T043,41.857402,-87.694991,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
76,2007-06-26,T045,41.9216,-87.666455,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
77,2007-06-26,T046,41.891118,-87.65449100000001,7,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
78,2007-06-26,T047,41.868142,-87.696269,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
79,2007-06-26,T048,41.867108,-87.654224,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
80,2007-06-26,T049,41.896282,-87.655232,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
81,2007-06-26,T050,41.919343,-87.694259,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
82,2007-06-26,T051,41.846283,-87.656913,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
83,2007-06-26,T085,41.721474,-87.648064,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
84,2007-06-26,T086,41.688324,-87.676709,4,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
85,2007-06-26,T088,41.869107,-87.69629300000001,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
86,2007-06-26,T090,41.868077,-87.666901,30,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
87,2007-06-26,T096,41.731922,-87.677512,5,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
88,2007-06-26,T129,41.891126,-87.61156,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
89,2007-06-26,T135,41.662014,-87.72460799999999,51,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
90,2007-06-26,T141,41.961743,-87.76007,4,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
91,2007-06-26,T142,41.953067,-87.776792,4,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
92,2007-06-26,T143,41.999128999999996,-87.795585,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
93,2007-06-26,T145,41.878114000000004,-87.629798,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
94,2007-06-26,T146,41.958271,-87.702575,6,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
95,2007-06-26,T147,41.932094,-87.700117,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
96,2007-06-26,T148,42.01743,-87.68776899999999,4,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
97,2007-06-26,T150,42.006858,-87.675919,2,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
98,2007-06-26,T151,41.916265,-87.800515,9,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
99,2007-06-26,T158,41.682587,-87.707973,5,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
100,2007-06-26,T161,41.719059,-87.675088,8,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
101,2007-06-26,T219,41.966986999999996,-87.674677,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
102,2007-06-26,T220,41.963976,-87.69181,1,0,71.5,91.5,81.5,69.0,72.0,0.0,16.5,"['VCTS', 'TSRA', 'HZ', 'BR']",0.0,,29.42,30.1,7.6,21.5,6.699999999999999
103,2007-06-29,T002,41.95469,-87.800991,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
104,2007-06-29,T006,41.990284,-87.797127,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
105,2007-06-29,T012,41.991429,-87.747113,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
106,2007-06-29,T013,41.923738,-87.785288,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
107,2007-06-29,T014,41.970248,-87.787992,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
108,2007-06-29,T015,41.974089,-87.824812,3,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
109,2007-06-29,T016,42.011601,-87.81150600000001,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
110,2007-06-29,T018,42.010412,-87.66214000000001,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
111,2007-06-29,T028,41.986921,-87.689778,3,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
112,2007-06-29,T030,41.899229999999996,-87.716788,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
113,2007-06-29,T031,41.801497999999995,-87.763416,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
114,2007-06-29,T043,41.857402,-87.694991,5,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
115,2007-06-29,T046,41.891118,-87.65449100000001,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
116,2007-06-29,T054,41.921965,-87.632085,3,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
117,2007-06-29,T084,41.692555,-87.598865,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
118,2007-06-29,T085,41.721474,-87.648064,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
119,2007-06-29,T086,41.688324,-87.676709,3,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
120,2007-06-29,T089,41.723195000000004,-87.64997,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
121,2007-06-29,T090,41.868077,-87.666901,10,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
122,2007-06-29,T091,41.862292,-87.64886,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
123,2007-06-29,T096,41.731922,-87.677512,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
124,2007-06-29,T135,41.662014,-87.72460799999999,3,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
125,2007-06-29,T141,41.961743,-87.76007,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
126,2007-06-29,T142,41.953067,-87.776792,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
127,2007-06-29,T143,41.999128999999996,-87.795585,3,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
128,2007-06-29,T144,41.94016,-87.794896,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
129,2007-06-29,T145,41.878114000000004,-87.629798,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
130,2007-06-29,T146,41.958271,-87.702575,2,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
131,2007-06-29,T148,42.01743,-87.68776899999999,4,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
132,2007-06-29,T150,42.006858,-87.675919,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
133,2007-06-29,T151,41.916265,-87.800515,6,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
134,2007-06-29,T153,41.907645,-87.760886,1,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
135,2007-06-29,T158,41.682587,-87.707973,6,0,56.0,70.5,63.5,55.5,59.5,1.5,0.0,[],0.0,,29.439999999999998,30.119999999999997,8.25,2.0,7.5
